Prediction,Ground Truth
"[4.66229248046875, 4.956269264221191]","[6.2769999504089355, 4.872000217437744]"
"[4.546330451965332, 4.906548500061035]","[6.2769999504089355, 4.872000217437744]"
"[4.690188407897949, 4.836874008178711]","[6.2769999504089355, 4.870999813079834]"
"[4.76731014251709, 4.784022331237793]","[6.2769999504089355, 4.870999813079834]"
"[4.83653450012207, 4.7076416015625]","[6.2769999504089355, 4.870999813079834]"
"[4.855686187744141, 4.839395523071289]","[6.2769999504089355, 4.870999813079834]"
"[4.80907678604126, 4.762625694274902]","[6.2769999504089355, 4.870999813079834]"
"[4.945383071899414, 4.6353068351745605]","[6.2769999504089355, 4.870999813079834]"
"[4.79824161529541, 4.739219665527344]","[6.2769999504089355, 4.870999813079834]"
"[4.885412216186523, 4.694528102874756]","[6.2769999504089355, 4.870999813079834]"
"[4.895166397094727, 4.782588005065918]","[6.2769999504089355, 4.870999813079834]"
"[4.637706756591797, 5.132542610168457]","[6.2769999504089355, 4.870999813079834]"
"[4.37970495223999, 5.425020217895508]","[6.2769999504089355, 4.870999813079834]"
"[4.735657691955566, 5.1117143630981445]","[6.2769999504089355, 4.870999813079834]"
"[4.59691047668457, 5.271754264831543]","[6.2769999504089355, 4.870999813079834]"
"[5.049191474914551, 4.949300765991211]","[6.2769999504089355, 4.870999813079834]"
"[4.7126569747924805, 4.975678443908691]","[6.2769999504089355, 4.870999813079834]"
"[4.660947322845459, 5.117749214172363]","[6.2769999504089355, 4.870999813079834]"
"[4.917595863342285, 4.887861728668213]","[6.2769999504089355, 4.870999813079834]"
"[5.137761116027832, 4.829558372497559]","[6.2769999504089355, 4.870999813079834]"
"[5.217728614807129, 4.7089762687683105]","[6.2769999504089355, 4.870999813079834]"
"[5.0737810134887695, 4.898839473724365]","[6.2769999504089355, 4.870999813079834]"
"[4.941963195800781, 4.9731597900390625]","[6.2769999504089355, 4.870999813079834]"
"[4.830430030822754, 5.173027038574219]","[6.2769999504089355, 4.870999813079834]"
"[4.928337097167969, 5.011953353881836]","[6.2769999504089355, 4.870999813079834]"
"[4.897809028625488, 5.092191696166992]","[6.2769999504089355, 4.870999813079834]"
"[4.937633514404297, 5.075187683105469]","[6.2769999504089355, 4.870999813079834]"
"[5.0125579833984375, 4.991089820861816]","[6.2769999504089355, 4.870999813079834]"
"[4.869248390197754, 4.962915420532227]","[6.2769999504089355, 4.870999813079834]"
"[5.056405067443848, 4.97597599029541]","[6.2769999504089355, 4.870999813079834]"
"[4.598441123962402, 5.36824893951416]","[6.2769999504089355, 4.870999813079834]"
"[4.607458114624023, 5.3296709060668945]","[6.2769999504089355, 4.870999813079834]"
"[4.825224876403809, 5.063732147216797]","[6.2769999504089355, 4.870999813079834]"
"[4.915069580078125, 4.668000221252441]","[6.2769999504089355, 4.870999813079834]"
"[5.090839385986328, 4.724865913391113]","[6.2769999504089355, 4.870999813079834]"
"[4.971611976623535, 4.888182163238525]","[6.2769999504089355, 4.870999813079834]"
"[4.950854301452637, 4.870580196380615]","[6.2769999504089355, 4.870999813079834]"
"[4.618143081665039, 5.0587873458862305]","[6.2769999504089355, 4.870999813079834]"
"[4.799354553222656, 4.955514907836914]","[6.2769999504089355, 4.870999813079834]"
"[4.77122688293457, 5.017026901245117]","[6.2769999504089355, 4.870999813079834]"
"[4.820733070373535, 5.060116767883301]","[6.2769999504089355, 4.870999813079834]"
"[4.803791046142578, 5.01174259185791]","[6.2769999504089355, 4.870999813079834]"
"[5.029054641723633, 4.817530632019043]","[6.2769999504089355, 4.870999813079834]"
"[4.987123489379883, 4.772830009460449]","[6.2769999504089355, 4.870999813079834]"
"[4.995145797729492, 4.737224578857422]","[6.2769999504089355, 4.870999813079834]"
"[4.058905601501465, 5.808606147766113]","[6.2769999504089355, 4.870999813079834]"
"[4.843853950500488, 4.876071929931641]","[6.2769999504089355, 4.870999813079834]"
"[4.955844879150391, 4.674596786499023]","[6.2769999504089355, 4.870999813079834]"
"[4.939506530761719, 4.602217674255371]","[6.2769999504089355, 4.870999813079834]"
"[4.844347953796387, 4.684140682220459]","[6.2769999504089355, 4.870999813079834]"
"[4.730721473693848, 4.737879753112793]","[6.2769999504089355, 4.870999813079834]"
"[4.908252716064453, 4.666115760803223]","[6.2769999504089355, 4.870999813079834]"
"[4.885522842407227, 4.685443878173828]","[6.2769999504089355, 4.870999813079834]"
"[4.959164619445801, 4.788633346557617]","[6.2769999504089355, 4.870999813079834]"
"[4.819421768188477, 4.796482086181641]","[6.2769999504089355, 4.870999813079834]"
"[4.746916770935059, 4.822741508483887]","[6.2769999504089355, 4.870999813079834]"
"[4.686542510986328, 4.863348960876465]","[6.2769999504089355, 4.870999813079834]"
"[4.845973968505859, 4.925634384155273]","[6.2769999504089355, 4.870999813079834]"
"[4.6787919998168945, 4.9511003494262695]","[6.2769999504089355, 4.870999813079834]"
"[4.852289199829102, 4.954080581665039]","[6.2769999504089355, 4.870999813079834]"
"[4.371716022491455, 5.715171813964844]","[6.2769999504089355, 4.870999813079834]"
"[4.7713422775268555, 4.906201362609863]","[6.2769999504089355, 4.870999813079834]"
"[4.565217971801758, 4.893382549285889]","[6.2769999504089355, 4.870999813079834]"
"[4.6652631759643555, 5.03952693939209]","[6.2769999504089355, 4.870999813079834]"
"[4.775556564331055, 4.896906852722168]","[6.2769999504089355, 4.870999813079834]"
"[4.772727966308594, 4.923571586608887]","[6.2769999504089355, 4.870999813079834]"
"[4.76735782623291, 5.057555198669434]","[6.2769999504089355, 4.870999813079834]"
"[4.824210166931152, 4.9051008224487305]","[6.2769999504089355, 4.870999813079834]"
"[4.653820037841797, 4.933148384094238]","[6.2769999504089355, 4.870999813079834]"
"[4.668361186981201, 4.942687034606934]","[6.2769999504089355, 4.870999813079834]"
"[4.76490592956543, 4.843728542327881]","[6.2769999504089355, 4.870999813079834]"
"[4.797857761383057, 4.794397354125977]","[6.2769999504089355, 4.870999813079834]"
"[4.836211204528809, 4.801815986633301]","[6.2769999504089355, 4.870999813079834]"
"[4.850266456604004, 4.711129188537598]","[6.2769999504089355, 4.870999813079834]"
"[4.82131290435791, 4.947050094604492]","[6.2769999504089355, 4.870999813079834]"
"[4.205004692077637, 5.341650009155273]","[6.2769999504089355, 4.870999813079834]"
"[4.776341438293457, 5.086213111877441]","[6.2769999504089355, 4.870999813079834]"
"[4.474758148193359, 5.333127021789551]","[6.2769999504089355, 4.870999813079834]"
"[4.8920392990112305, 4.936676979064941]","[6.2769999504089355, 4.870999813079834]"
"[5.016056060791016, 4.6435089111328125]","[6.2769999504089355, 4.870999813079834]"
"[5.257523536682129, 4.645501136779785]","[6.2769999504089355, 4.870999813079834]"
"[5.372528076171875, 4.471957683563232]","[6.2769999504089355, 4.870999813079834]"
"[4.799684524536133, 5.188568115234375]","[6.2769999504089355, 4.870999813079834]"
"[4.760936737060547, 5.236725807189941]","[6.2769999504089355, 4.870999813079834]"
"[4.835864067077637, 5.164063453674316]","[6.2769999504089355, 4.870999813079834]"
"[4.857974052429199, 5.141039848327637]","[6.2769999504089355, 4.870999813079834]"
"[4.797767162322998, 5.205992698669434]","[6.2769999504089355, 4.870999813079834]"
"[5.14729118347168, 4.924455642700195]","[6.2769999504089355, 4.870999813079834]"
"[4.871156692504883, 5.138491630554199]","[6.2769999504089355, 4.870999813079834]"
"[3.5282046794891357, 6.2981061935424805]","[6.2769999504089355, 4.870999813079834]"
"[4.814725875854492, 5.196358680725098]","[6.2769999504089355, 4.870999813079834]"
"[4.641942977905273, 5.358551025390625]","[6.2769999504089355, 4.870999813079834]"
"[5.030301094055176, 5.020456314086914]","[6.2769999504089355, 4.870999813079834]"
"[5.200253486633301, 4.8776350021362305]","[6.2769999504089355, 4.870999813079834]"
"[5.127758979797363, 4.849749565124512]","[6.2769999504089355, 4.870999813079834]"
"[5.179033279418945, 4.881919860839844]","[6.2769999504089355, 4.870999813079834]"
"[4.94398307800293, 5.090934753417969]","[6.2769999504089355, 4.870999813079834]"
"[4.909487724304199, 5.111418724060059]","[6.2769999504089355, 4.870999813079834]"
"[5.009793281555176, 5.004338264465332]","[6.2769999504089355, 4.870999813079834]"
"[4.844696044921875, 5.050527572631836]","[6.2769999504089355, 4.870999813079834]"
"[5.128606796264648, 4.943438529968262]","[6.2769999504089355, 4.870999813079834]"
"[4.688472747802734, 5.286534309387207]","[6.2769999504089355, 4.870999813079834]"
"[5.073046684265137, 4.989526748657227]","[6.2769999504089355, 4.870999813079834]"
"[5.400387763977051, 4.895876884460449]","[6.2769999504089355, 4.870999813079834]"
"[4.585901260375977, 5.37702751159668]","[6.2769999504089355, 4.870999813079834]"
"[4.83669376373291, 5.1425323486328125]","[6.2769999504089355, 4.870999813079834]"
"[5.124817848205566, 4.9314775466918945]","[6.2769999504089355, 4.870999813079834]"
"[5.283807754516602, 4.469117641448975]","[6.2769999504089355, 4.870999813079834]"
"[5.037144660949707, 4.897371292114258]","[6.2769999504089355, 4.870999813079834]"
"[4.955371856689453, 5.0613908767700195]","[6.2769999504089355, 4.870999813079834]"
"[4.810070991516113, 5.182127952575684]","[6.2769999504089355, 4.870999813079834]"
"[4.9160566329956055, 4.914877891540527]","[6.2769999504089355, 4.870999813079834]"
"[4.917410850524902, 4.977602958679199]","[6.2769999504089355, 4.870999813079834]"
"[4.869144439697266, 5.0069990158081055]","[6.2769999504089355, 4.870999813079834]"
"[5.159599304199219, 4.697887420654297]","[6.2769999504089355, 4.870999813079834]"
"[4.679965496063232, 5.1583051681518555]","[6.2769999504089355, 4.870999813079834]"
"[4.0275115966796875, 5.863861083984375]","[6.2769999504089355, 4.870999813079834]"
"[5.194519996643066, 4.6583356857299805]","[6.28000020980835, 4.870999813079834]"
"[4.6656951904296875, 5.301319122314453]","[6.2870001792907715, 4.870999813079834]"
"[4.500344276428223, 5.224461555480957]","[6.290999889373779, 4.870999813079834]"
"[5.012555122375488, 4.776613235473633]","[6.293000221252441, 4.870999813079834]"
"[5.0031890869140625, 4.700701713562012]","[6.295000076293945, 4.870999813079834]"
"[4.914813995361328, 4.61566162109375]","[6.298999786376953, 4.870999813079834]"
"[4.855324745178223, 4.646201133728027]","[6.306000232696533, 4.870999813079834]"
"[4.88985538482666, 4.723488807678223]","[6.310999870300293, 4.870999813079834]"
"[4.763110160827637, 4.765056610107422]","[6.324999809265137, 4.870999813079834]"
"[4.639716148376465, 4.896373748779297]","[6.3379998207092285, 4.870999813079834]"
"[4.619663238525391, 4.83522891998291]","[6.3460001945495605, 4.870999813079834]"
"[4.726752281188965, 4.985713005065918]","[6.3520002365112305, 4.870999813079834]"
"[4.58785343170166, 4.966988563537598]","[6.353000164031982, 4.870999813079834]"
"[4.674859046936035, 5.0228776931762695]","[6.354000091552734, 4.870999813079834]"
"[4.725374221801758, 5.189074516296387]","[6.35699987411499, 4.870999813079834]"
"[4.701142311096191, 5.007114410400391]","[6.357999801635742, 4.870999813079834]"
"[4.943755149841309, 4.91103982925415]","[6.357999801635742, 4.870999813079834]"
"[4.990670204162598, 4.94523811340332]","[6.360000133514404, 4.870999813079834]"
"[5.083091735839844, 5.093509674072266]","[6.360000133514404, 4.870999813079834]"
"[4.862898826599121, 4.875088691711426]","[6.360000133514404, 4.870999813079834]"
"[4.898819923400879, 4.989496231079102]","[6.360000133514404, 4.870999813079834]"
"[4.85493278503418, 4.943778038024902]","[6.360000133514404, 4.870999813079834]"
"[4.662782669067383, 5.027314186096191]","[6.360000133514404, 4.870999813079834]"
"[4.54770565032959, 4.978384971618652]","[6.360000133514404, 4.870999813079834]"
"[4.632734298706055, 4.916019439697266]","[6.360000133514404, 4.870999813079834]"
"[4.927951812744141, 4.71567440032959]","[6.360000133514404, 4.870999813079834]"
"[4.822760581970215, 4.882485389709473]","[6.360000133514404, 4.870999813079834]"
"[4.970857620239258, 4.663541793823242]","[6.360000133514404, 4.870999813079834]"
"[4.686906814575195, 4.898261547088623]","[6.360000133514404, 4.870999813079834]"
"[4.747544288635254, 5.290771484375]","[6.360000133514404, 4.870999813079834]"
"[4.3522467613220215, 5.326237678527832]","[6.360000133514404, 4.870999813079834]"
"[4.727526664733887, 5.029274940490723]","[6.360000133514404, 4.870999813079834]"
"[4.955142974853516, 4.755627155303955]","[6.360000133514404, 4.870999813079834]"
"[5.052727699279785, 4.800315856933594]","[6.360000133514404, 4.870999813079834]"
"[4.6265974044799805, 5.160304069519043]","[6.360000133514404, 4.870999813079834]"
"[4.576904296875, 5.16038703918457]","[6.360000133514404, 4.870999813079834]"
"[4.60231876373291, 5.09458065032959]","[6.360000133514404, 4.870999813079834]"
"[4.655214309692383, 5.152529716491699]","[6.360000133514404, 4.870999813079834]"
"[4.751796722412109, 5.0537109375]","[6.360000133514404, 4.870999813079834]"
"[5.005582809448242, 4.7928924560546875]","[6.360000133514404, 4.870999813079834]"
"[4.7461748123168945, 4.991304397583008]","[6.360000133514404, 4.870999813079834]"
"[4.349693298339844, 5.601164817810059]","[6.360000133514404, 4.870999813079834]"
"[4.640719413757324, 5.309767723083496]","[6.360000133514404, 4.870999813079834]"
"[4.697702407836914, 5.254169464111328]","[6.360000133514404, 4.870999813079834]"
"[4.412392616271973, 5.377654075622559]","[6.360000133514404, 4.870999813079834]"
"[4.8497114181518555, 4.996120452880859]","[6.360000133514404, 4.870999813079834]"
"[5.0624895095825195, 4.864194393157959]","[6.360000133514404, 4.870999813079834]"
"[4.96855354309082, 4.781702041625977]","[6.360000133514404, 4.870999813079834]"
"[4.768045425415039, 5.009918212890625]","[6.360000133514404, 4.870999813079834]"
"[4.803698539733887, 4.898890495300293]","[6.360000133514404, 4.870999813079834]"
"[4.914496421813965, 4.828660011291504]","[6.360000133514404, 4.870999813079834]"
"[4.641956329345703, 4.851947784423828]","[6.360000133514404, 4.870999813079834]"
"[4.8123779296875, 4.776491165161133]","[6.360000133514404, 4.870999813079834]"
"[4.554244041442871, 4.9033966064453125]","[6.360000133514404, 4.870999813079834]"
"[4.740970611572266, 4.944188117980957]","[6.360000133514404, 4.870999813079834]"
"[4.405967712402344, 5.310298919677734]","[6.360000133514404, 4.870999813079834]"
"[4.475830078125, 5.075860977172852]","[6.360000133514404, 4.870999813079834]"
"[4.572281837463379, 5.123915672302246]","[6.360000133514404, 4.870999813079834]"
"[4.800838470458984, 5.08610725402832]","[6.360000133514404, 4.870999813079834]"
"[4.9094648361206055, 4.898500919342041]","[6.360000133514404, 4.870999813079834]"
"[4.975950241088867, 5.125638008117676]","[6.360000133514404, 4.870999813079834]"
"[4.982919692993164, 4.90784215927124]","[6.360000133514404, 4.870999813079834]"
"[4.798698902130127, 5.060632705688477]","[6.360000133514404, 4.870999813079834]"
"[4.8915205001831055, 5.022116661071777]","[6.360000133514404, 4.870999813079834]"
"[4.8922882080078125, 5.107296943664551]","[6.360000133514404, 4.870999813079834]"
"[4.862245559692383, 5.091579437255859]","[6.360000133514404, 4.870999813079834]"
"[5.199524879455566, 4.851417541503906]","[6.360000133514404, 4.870999813079834]"
"[5.026176452636719, 5.047571182250977]","[6.360000133514404, 4.870999813079834]"
"[4.9209442138671875, 5.155975341796875]","[6.360000133514404, 4.870999813079834]"
"[4.656135559082031, 5.6012983322143555]","[6.360000133514404, 4.870999813079834]"
"[4.84597110748291, 5.076458930969238]","[6.360000133514404, 4.870999813079834]"
"[5.0912675857543945, 4.807530879974365]","[6.360000133514404, 4.870999813079834]"
"[4.840190887451172, 5.116213798522949]","[6.360000133514404, 4.870999813079834]"
"[4.824990272521973, 5.064977645874023]","[6.360000133514404, 4.870999813079834]"
"[4.834628105163574, 5.005853652954102]","[6.360000133514404, 4.870999813079834]"
"[4.771424770355225, 5.040009498596191]","[6.360000133514404, 4.870999813079834]"
"[4.578559875488281, 5.09464168548584]","[6.360000133514404, 4.870999813079834]"
"[4.612490653991699, 4.9449462890625]","[6.360000133514404, 4.870999813079834]"
"[4.661017417907715, 4.896951675415039]","[6.360000133514404, 4.870999813079834]"
"[4.789093017578125, 4.8944807052612305]","[6.360000133514404, 4.870999813079834]"
